drugName,drug_category,Padding_re_con,sentiment,uC_rank,drug_category_encoded
Etonogestrel,Hormonal Contraceptives,"[33, 55, 131, 518, 47, 235, 7, 20, 2, 191, 33, 55, 1100, 207, 404, 33, 57, 502, 396, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[396, 212, 92, 127, 1425, 2, 43, 229, 75, 396, 20, 19, 60, 241, 120, 74, 33, 8, 23, 1157, 89, 470, 180, 74, 33, 34, 98, 39, 396, 2394, 294, 83, 32, 93, 396, 120, 1167, 131, 386, 390, 47, 53, 79, 106, 92, 31, 74, 114, 74, 159, 390, 23, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Levonorgestrel,Hormonal Contraceptives,"[568, 135, 30, 834, 32, 147, 5758, 58, 115, 573, 34, 147, 1148, 1, 107, 573, 573, 34, 74, 195, 564, 29, 1645, 1104, 323, 186, 135, 709, 399, 35, 290, 573, 296, 790, 302, 2809, 5, 206, 380, 63, 18, 100, 335, 39, 135, 97, 263, 113, 28, 82, 237, 7, 350, 301, 88, 284, 8, 31, 2777, 344, 166, 350, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[19, 14, 12, 41, 85, 163, 64, 185, 3, 110, 11, 1223, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[39, 8, 396, 208, 20, 354, 176, 18, 3075, 97, 131, 2659, 55, 473, 2565, 8, 187, 1299, 704, 2, 897, 1209, 53, 23, 34, 47, 45, 229, 542, 386, 34, 7, 106, 168, 305, 7, 255, 25, 47, 240, 8, 247, 290, 28, 2, 82, 607, 498, 240, 237, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[396, 74, 762, 7, 40, 152, 98, 39, 114, 20, 215, 5, 20, 116, 33, 55, 315, 507, 2, 89, 86, 144, 33, 55, 152, 20, 79, 1, 1527, 50, 127, 204, 32, 920, 315, 2783, 78, 204, 1676, 1211, 17, 14837, 204, 547, 21, 138, 8, 127, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[35, 21, 55, 40, 1, 193, 55, 33, 55, 308, 968, 289, 327, 684, 216, 33, 9, 21, 47, 21, 31, 32, 170, 9, 395, 690, 301, 3375, 76, 39, 40, 21, 42, 2, 142, 216, 240, 343, 344, 99, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[74, 29, 24, 5, 1216, 832, 126, 26, 15, 9, 295, 70, 116, 287, 279, 85, 163, 591, 176, 18, 118, 557, 279, 612, 532, 205, 44, 7, 208, 616, 70, 1097, 1, 38, 193, 20, 60, 34, 126, 104, 32, 74, 4741, 24, 276, 38, 1483, 701, 1589, 1999, 16, 63, 40, 4741, 118, 42, 758, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[674, 76, 146, 26, 125, 674, 125, 509, 516, 702, 22, 175, 187, 724, 674, 76, 81, 229, 542, 45, 863, 517, 47, 542, 1564, 945, 57, 81, 33, 55, 473, 52, 18, 205, 382, 89, 57, 88, 55, 33, 42, 2, 159, 34, 81, 487, 72, 2, 151, 14, 12, 47, 16, 21, 358, 63, 90, 813, 399, 23, 125, 30, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[16, 237, 283, 125, 29, 5838, 719, 14, 12, 1334, 48, 5417, 528, 340, 17, 674, 59, 263, 7, 10, 4, 2555, 156, 340, 2088, 70, 3, 60, 19, 426, 304, 679, 167, 124, 261, 30, 5, 2, 2174, 269, 209, 3, 5047, 192, 25, 658, 68, 151, 7, 4770, 78, 1235, 1362, 272, 2208, 2193, 138, 1877, 2509, 447, 95, 1135, 9, 2088, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0
Etonogestrel,Hormonal Contraceptives,"[36, 375, 135, 722, 15, 581, 156, 18, 701, 44, 2827, 133, 109, 846, 85, 163, 2128, 55, 33, 12, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[263, 184, 29, 98, 51, 27, 388, 545, 139, 5, 7, 207, 1162, 123, 309, 118, 3756, 102, 124, 708, 45, 97, 269, 60, 3, 29, 62, 309, 118, 3756, 2, 87, 27, 29, 514, 671, 91, 29, 124, 28, 2, 82, 29, 244, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[9, 21, 199, 55, 40, 55, 53, 289, 327, 315, 24, 110, 33, 2932, 55, 30, 216, 33, 40, 55, 279, 50, 507, 273, 110, 33, 327, 289, 624, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[21, 19, 120, 274, 79, 125, 45, 75, 21, 105, 23, 78, 727, 4999, 31, 986, 132, 45, 276, 320, 2, 268, 340, 125, 129, 15, 3, 45, 36, 122, 19, 122, 98, 48, 26, 53, 79, 200, 2576, 81, 10, 4, 331, 892, 266, 31, 140, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[659, 74, 2606, 70, 93, 230, 77, 4482, 390, 25, 372, 272, 139, 63, 155, 164, 159, 158, 1684, 1, 259, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[375, 19, 274, 295, 41, 34, 261, 139, 5, 31, 975, 307, 32, 247, 23, 835, 34, 264, 69, 109, 47, 10, 4, 350, 150, 375, 1684, 342, 324, 82, 534, 175, 160, 51, 10, 4, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[113, 396, 776, 134, 564, 379, 11, 167, 1052, 1935, 112, 403, 113, 392, 2162, 1167, 14, 12, 31, 20, 237, 118, 3324, 86, 873, 44, 771, 624, 59, 479, 898, 14, 12, 6927, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[14, 12, 26, 17, 52, 86, 509, 36, 184, 31, 98, 48, 52, 3, 150, 10, 4, 166, 79, 22, 923, 266, 166, 21, 10, 4, 43, 41, 90, 85, 163, 51, 27, 28, 23, 79, 269, 3461, 535, 308, 604, 712, 478, 99, 118, 557, 23, 52, 3, 50, 197, 40, 1, 28, 93, 22, 881, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[14, 12, 78, 2, 122, 701, 427, 28, 1722, 8, 4743, 109, 28, 2072, 2177, 34, 173, 567, 16, 335, 2, 1, 395, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[7, 10, 4, 7, 20, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[15, 96, 14, 12, 238, 266, 166, 309, 96, 2255, 65, 45, 145, 55, 33, 101, 77, 85, 31, 694, 20, 2, 331, 362, 438, 18, 492, 8, 362, 18, 2, 238, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[1166, 106, 689, 567, 129, 2994, 36, 136, 769, 35, 21, 56, 454, 1, 176, 72, 7, 229, 10, 4, 31, 3, 121, 100, 283, 9, 8, 238, 296, 6, 138, 36, 20, 136, 769, 6, 93, 428, 344, 444, 321, 402, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,2,0
Etonogestrel,Hormonal Contraceptives,"[375, 113, 813, 21, 183, 336, 1, 32, 364, 200, 396, 1601, 786, 1413, 390, 2497, 7236, 15, 19, 362, 20, 69, 195, 1074, 10, 100, 41, 929, 456, 53, 99, 167, 165, 2, 101, 33, 55, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[119, 470, 501, 147, 14, 69, 18, 66, 197, 111, 14, 12, 171, 39, 60, 14, 12, 22, 600, 102, 104, 57, 3304, 411, 127, 563, 21, 97, 11, 16, 134, 4718, 183, 85, 163, 269, 393, 1914, 1988, 522, 63, 60, 632, 3, 1248, 121, 16, 20, 140, 39, 9, 21, 123, 207, 53, 11, 16, 213, 184, 14, 12, 230, 98, 2, 1, 305, 21, 2732, 1136, 157, 92, 6, 237, 283, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[2031, 106, 689, 567, 447, 990, 435, 2, 14, 12, 783, 35, 21, 148, 136, 282, 95, 190, 70, 1869, 2, 213, 19, 148, 21, 322, 238, 5429, 546, 240, 2, 6, 1, 230, 93, 818, 6, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,5,0
Levonorgestrel,Hormonal Contraceptives,"[345, 69, 9, 20, 40, 133, 154, 2255, 348, 345, 536, 137, 13, 9, 8, 487, 5, 1159, 1114, 661, 3, 3325, 661, 5, 1380, 175, 145, 670, 5422, 170, 50, 397, 146, 13, 144, 661, 466, 5273, 3813, 138, 35, 13, 7, 5, 34, 110, 33, 55, 345, 113, 1337, 65, 191, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Levonorgestrel,Hormonal Contraceptives,"[52, 181, 18, 119, 480, 568, 135, 548, 68, 219, 150, 166, 1420, 695, 76, 997, 737, 35, 784, 685, 515, 2, 11, 65, 2, 1432, 63, 167, 142, 168, 302, 143, 831, 7, 5, 222, 13, 36, 394, 56, 3809, 63, 134, 241, 136, 115, 11, 2045, 404, 184, 10, 4, 97, 43, 41, 850, 11, 195, 5424, 2, 124, 237, 343, 727, 166, 8, 568, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[20, 180, 48, 19, 1729, 841, 106, 482, 411, 548, 937, 1951, 988, 872, 739, 847, 35, 3898, 48, 58, 9, 121, 1425, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[119, 50, 1409, 548, 36, 568, 74, 7, 515, 105, 5, 380, 2, 273, 96, 70, 15, 121, 195, 63, 2, 41, 649, 20, 101, 372, 82, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[36, 396, 247, 197, 2, 427, 48, 52, 26, 158, 116, 185, 60, 632, 3, 488, 79, 8, 223, 400, 89, 34, 81, 293, 1024, 84, 4135, 15, 617, 447, 133, 501, 101, 10, 4, 781, 119, 106, 168, 471, 1053, 209, 26, 76, 52, 19, 274, 11, 229, 86, 255, 106, 168, 57, 92, 293, 1095, 30, 1614, 154, 17, 290, 38, 41, 304, 10, 4, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[396, 514, 52, 26, 60, 18, 20, 60, 52, 19, 372, 272, 2992, 65, 338, 122, 213, 7, 111, 114, 48, 2, 191, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[375, 263, 392, 68, 41, 85, 163, 34, 33, 55, 55, 382, 2, 800, 33, 284, 8, 247, 18, 140, 4, 10, 4, 64, 299, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[36, 467, 124, 13, 171, 584, 21, 39, 1693, 6, 1639, 421, 2751, 317, 819, 16, 581, 15, 570, 1454, 90, 301, 257, 583, 76, 26, 97, 55, 2, 77, 89, 289, 858, 60, 18, 180, 80, 213, 48, 18, 184, 63, 98, 279, 273, 386, 42, 1454, 90, 92, 29, 344, 247, 2, 281, 162, 2, 8, 99, 133, 162, 59, 401, 2018, 32, 118, 5431, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[372, 82, 1595, 985, 45, 22, 86, 509, 14, 12, 1577, 935, 802, 1102, 1456, 21, 2, 224, 64, 31, 45, 49, 403, 188, 64, 122, 1917, 3995, 4208, 228, 1035, 21, 1577, 935, 257, 8, 45, 173, 1118, 962, 1106, 863, 28, 8, 1209, 708, 2184, 13, 977, 1826, 3992, 1595, 520, 837, 50, 76, 671, 91, 1123, 45, 100, 201, 112, 16, 59, 91, 14, 12, 451, 237, 559, 130, 1035, 21, 399, 49, 45, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[3, 20, 180, 69, 1766, 482, 4078, 117, 1166, 176, 156, 447, 54, 1723, 399, 59, 770, 54, 783, 314, 852, 21, 107, 148, 4965, 3019, 112, 8, 44, 95, 15, 176, 3, 570, 63, 331, 23, 482, 13, 144, 183, 85, 163, 20, 936, 140, 36, 20, 212, 441, 191, 150, 16, 241, 1766, 199, 241, 117, 21, 901, 383, 546, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[1351, 237, 36, 375, 48, 1037, 18, 333, 70, 53, 32, 67, 3505, 40, 70, 48, 247, 548, 830, 333, 20, 55, 7, 712, 252, 6, 778, 160, 1365, 7, 2368, 1352, 33, 140, 159, 30, 59, 119, 21, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Levonorgestrel,Hormonal Contraceptives,"[36, 2083, 135, 212, 762, 1561, 573, 731, 23, 150, 166, 169, 273, 41, 269, 2, 96, 56, 52, 63, 56, 16, 20, 9, 35, 8, 2282, 3206, 8, 8, 135, 365, 367, 32, 1, 784, 241, 34, 852, 1214, 941, 96, 63, 42, 63, 686, 76, 100, 641, 111, 171, 749, 18, 108, 179, 23, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[343, 1008, 10, 4, 1405, 34, 10, 4, 614, 1752, 142, 1200, 6049, 2, 1008, 1752, 1273, 3074, 254, 1049, 12011, 2131, 2046, 34, 14855, 38, 29, 2000, 4827, 4164, 275, 109, 220, 3813, 5366, 11844, 62, 3931, 2622, 315, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[150, 84, 183, 166, 2588, 9, 350, 1329, 15, 96, 21, 80, 162, 41, 96, 79, 237, 99, 162, 59, 96, 1494, 166, 169, 2588, 239, 541, 10, 4, 840, 279, 612, 541, 70, 15, 18, 52, 20, 28, 206, 82, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[119, 984, 467, 39, 834, 15, 43, 16, 8, 20, 722, 20, 9, 983, 722, 180, 983, 838, 81, 7, 51, 63, 85, 163, 15, 50, 117, 20, 130, 106, 168, 11, 43, 159, 120, 80, 85, 163, 117, 447, 609, 467, 41, 20, 221, 41, 63, 333, 279, 612, 482, 93, 6712, 48, 18, 180, 80, 30, 16, 467, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[26, 14, 12, 215, 20, 6, 61, 39, 23, 172, 566, 2, 810, 305, 17, 192, 475, 1577, 935, 408, 1916, 811, 276, 320, 45, 43, 93, 24, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
